Data,Otwarcie,Najwyższy,Najniższy,Zamknięcie,Ticker
2021-04-12,0.18,0.18,0.18,0.18,WIBOR_1M
2021-04-12,-0.08,-0.08,-0.08,-0.08,WIBID_ON
2021-04-09,0.1,0.1,0.1,0.1,WIBOR_ON
2021-04-09,0.25,0.25,0.25,0.25,WIBOR_6M
2021-04-09,0.21,0.21,0.21,0.21,WIBOR_3M
2021-04-09,0.18,0.18,0.18,0.18,WIBOR_1M
2021-04-09,-0.08,-0.08,-0.08,-0.08,WIBID_ON
2021-04-08,0.1,0.1,0.1,0.1,WIBOR_ON
2021-04-08,0.25,0.25,0.25,0.25,WIBOR_6M
2021-04-08,0.21,0.21,0.21,0.21,WIBOR_3M
2021-04-08,0.18,0.18,0.18,0.18,WIBOR_1M
2021-04-08,-0.07,-0.07,-0.07,-0.07,WIBID_ON
2021-04-07,0.1,0.1,0.1,0.1,WIBOR_ON
2021-04-07,0.25,0.25,0.25,0.25,WIBOR_6M
2021-04-07,0.21,0.21,0.21,0.21,WIBOR_3M
2021-04-07,0.18,0.18,0.18,0.18,WIBOR_1M
2021-04-07,-0.07,-0.07,-0.07,-0.07,WIBID_ON
2021-04-06,0.09,0.09,0.09,0.09,WIBOR_ON
2021-04-06,0.25,0.25,0.25,0.25,WIBOR_6M
2021-04-06,0.21,0.21,0.21,0.21,WIBOR_3M
2021-04-06,0.18,0.18,0.18,0.18,WIBOR_1M
2021-04-06,-0.08,-0.08,-0.08,-0.08,WIBID_ON
2021-04-02,0.11,0.11,0.11,0.11,WIBOR_ON
2021-04-02,0.25,0.25,0.25,0.25,WIBOR_6M
2021-04-02,0.21,0.21,0.21,0.21,WIBOR_3M
2021-04-02,0.18,0.18,0.18,0.18,WIBOR_1M
2021-04-02,-0.07,-0.07,-0.07,-0.07,WIBID_ON
2021-04-01,0.1,0.1,0.1,0.1,WIBOR_ON
2021-04-01,0.25,0.25,0.25,0.25,WIBOR_6M
2021-04-01,0.21,0.21,0.21,0.21,WIBOR_3M
2021-04-01,0.18,0.18,0.18,0.18,WIBOR_1M
2021-04-01,-0.08,-0.08,-0.08,-0.08,WIBID_ON
2021-03-31,0.1,0.1,0.1,0.1,WIBOR_ON
2021-03-31,0.25,0.25,0.25,0.25,WIBOR_6M
2021-03-31,0.21,0.21,0.21,0.21,WIBOR_3M
2021-03-31,0.18,0.18,0.18,0.18,WIBOR_1M
2021-03-31,-0.08,-0.08,-0.08,-0.08,WIBID_ON
2021-03-30,0.11,0.11,0.11,0.11,WIBOR_ON
2021-03-30,0.25,0.25,0.25,0.25,WIBOR_6M
2021-03-30,0.21,0.21,0.21,0.21,WIBOR_3M
2021-03-30,0.18,0.18,0.18,0.18,WIBOR_1M
2021-03-30,-0.05,-0.05,-0.05,-0.05,WIBID_ON
2021-03-29,0.11,0.11,0.11,0.11,WIBOR_ON
2021-03-29,0.25,0.25,0.25,0.25,WIBOR_6M
2021-03-29,0.21,0.21,0.21,0.21,WIBOR_3M
2021-03-29,0.18,0.18,0.18,0.18,WIBOR_1M
2021-03-29,-0.08,-0.08,-0.08,-0.08,WIBID_ON
2021-03-26,0.11,0.11,0.11,0.11,WIBOR_ON
2021-03-26,0.25,0.25,0.25,0.25,WIBOR_6M
2021-03-26,0.21,0.21,0.21,0.21,WIBOR_3M
2021-03-26,0.19,0.19,0.19,0.19,WIBOR_1M
2021-03-26,-0.07,-0.07,-0.07,-0.07,WIBID_ON
2021-03-25,0.11,0.11,0.11,0.11,WIBOR_ON
2021-03-25,0.25,0.25,0.25,0.25,WIBOR_6M
2021-03-25,0.21,0.21,0.21,0.21,WIBOR_3M
2021-03-25,0.19,0.19,0.19,0.19,WIBOR_1M
2021-03-25,-0.06,-0.06,-0.06,-0.06,WIBID_ON
2021-03-24,0.11,0.11,0.11,0.11,WIBOR_ON
2021-03-24,0.25,0.25,0.25,0.25,WIBOR_6M
2021-03-24,0.21,0.21,0.21,0.21,WIBOR_3M
2021-03-24,0.19,0.19,0.19,0.19,WIBOR_1M
2021-03-24,-0.06,-0.06,-0.06,-0.06,WIBID_ON
2021-03-23,0.1,0.1,0.1,0.1,WIBOR_ON
2021-03-23,0.25,0.25,0.25,0.25,WIBOR_6M
2021-03-23,0.21,0.21,0.21,0.21,WIBOR_3M
2021-03-23,0.19,0.19,0.19,0.19,WIBOR_1M
2021-03-23,-0.07,-0.07,-0.07,-0.07,WIBID_ON
2021-03-22,0.09,0.09,0.09,0.09,WIBOR_ON
2021-03-22,0.25,0.25,0.25,0.25,WIBOR_6M
2021-03-22,0.21,0.21,0.21,0.21,WIBOR_3M
2021-03-22,0.19,0.19,0.19,0.19,WIBOR_1M
2021-03-22,-0.08,-0.08,-0.08,-0.08,WIBID_ON
2021-03-19,0.1,0.1,0.1,0.1,WIBOR_ON
2021-03-19,0.25,0.25,0.25,0.25,WIBOR_6M
2021-03-19,0.21,0.21,0.21,0.21,WIBOR_3M
2021-03-19,0.19,0.19,0.19,0.19,WIBOR_1M
2021-03-19,-0.06,-0.06,-0.06,-0.06,WIBID_ON
2021-03-18,0.1,0.1,0.1,0.1,WIBOR_ON
2021-03-18,0.25,0.25,0.25,0.25,WIBOR_6M
2021-03-18,0.21,0.21,0.21,0.21,WIBOR_3M
2021-03-18,0.19,0.19,0.19,0.19,WIBOR_1M
2021-03-18,-0.06,-0.06,-0.06,-0.06,WIBID_ON
2021-03-17,0.1,0.1,0.1,0.1,WIBOR_ON
2021-03-17,0.25,0.25,0.25,0.25,WIBOR_6M
2021-03-17,0.21,0.21,0.21,0.21,WIBOR_3M
2021-03-17,0.19,0.19,0.19,0.19,WIBOR_1M
2021-03-17,-0.06,-0.06,-0.06,-0.06,WIBID_ON
2021-03-16,0.1,0.1,0.1,0.1,WIBOR_ON
2021-03-16,0.25,0.25,0.25,0.25,WIBOR_6M
2021-03-16,0.21,0.21,0.21,0.21,WIBOR_3M
2021-03-16,0.19,0.19,0.19,0.19,WIBOR_1M
2021-03-16,-0.06,-0.06,-0.06,-0.06,WIBID_ON
2021-03-15,0.1,0.1,0.1,0.1,WIBOR_ON
2021-03-15,0.25,0.25,0.25,0.25,WIBOR_6M
2021-03-15,0.21,0.21,0.21,0.21,WIBOR_3M
2021-03-15,0.19,0.19,0.19,0.19,WIBOR_1M
2021-03-15,-0.07,-0.07,-0.07,-0.07,WIBID_ON
2021-03-12,0.1,0.1,0.1,0.1,WIBOR_ON
2021-03-12,0.25,0.25,0.25,0.25,WIBOR_6M
2021-03-12,0.21,0.21,0.21,0.21,WIBOR_3M
2021-03-12,0.19,0.19,0.19,0.19,WIBOR_1M
2021-03-12,-0.07,-0.07,-0.07,-0.07,WIBID_ON
2021-03-11,0.09,0.09,0.09,0.09,WIBOR_ON
2021-03-11,0.25,0.25,0.25,0.25,WIBOR_6M
2021-03-11,0.21,0.21,0.21,0.21,WIBOR_3M
2021-03-11,0.19,0.19,0.19,0.19,WIBOR_1M
2021-03-11,-0.07,-0.07,-0.07,-0.07,WIBID_ON
2021-03-10,0.1,0.1,0.1,0.1,WIBOR_ON
2021-03-10,0.25,0.25,0.25,0.25,WIBOR_6M
2021-03-10,0.21,0.21,0.21,0.21,WIBOR_3M
2021-03-10,0.19,0.19,0.19,0.19,WIBOR_1M
2021-03-10,-0.07,-0.07,-0.07,-0.07,WIBID_ON
2021-03-09,0.1,0.1,0.1,0.1,WIBOR_ON
2021-03-09,0.25,0.25,0.25,0.25,WIBOR_6M
2021-03-09,0.21,0.21,0.21,0.21,WIBOR_3M
2021-03-09,0.19,0.19,0.19,0.19,WIBOR_1M
2021-03-09,-0.07,-0.07,-0.07,-0.07,WIBID_ON
2021-03-08,0.1,0.1,0.1,0.1,WIBOR_ON
2021-03-08,0.25,0.25,0.25,0.25,WIBOR_6M
2021-03-08,0.21,0.21,0.21,0.21,WIBOR_3M
2021-03-08,0.19,0.19,0.19,0.19,WIBOR_1M
2021-03-08,-0.07,-0.07,-0.07,-0.07,WIBID_ON
2021-03-05,0.1,0.1,0.1,0.1,WIBOR_ON
2021-03-05,0.25,0.25,0.25,0.25,WIBOR_6M
2021-03-05,0.21,0.21,0.21,0.21,WIBOR_3M
2021-03-05,0.19,0.19,0.19,0.19,WIBOR_1M
2021-03-05,-0.07,-0.07,-0.07,-0.07,WIBID_ON
2021-03-04,0.09,0.09,0.09,0.09,WIBOR_ON
2021-03-04,0.25,0.25,0.25,0.25,WIBOR_6M
2021-03-04,0.21,0.21,0.21,0.21,WIBOR_3M
2021-03-04,0.19,0.19,0.19,0.19,WIBOR_1M
2021-03-04,-0.09,-0.09,-0.09,-0.09,WIBID_ON
2021-03-03,0.09,0.09,0.09,0.09,WIBOR_ON
2021-03-03,0.25,0.25,0.25,0.25,WIBOR_6M
2021-03-03,0.21,0.21,0.21,0.21,WIBOR_3M
2021-03-03,0.19,0.19,0.19,0.19,WIBOR_1M
2021-03-03,-0.08,-0.08,-0.08,-0.08,WIBID_ON
2021-03-02,0.09,0.09,0.09,0.09,WIBOR_ON
2021-03-02,0.25,0.25,0.25,0.25,WIBOR_6M
2021-03-02,0.21,0.21,0.21,0.21,WIBOR_3M
2021-03-02,0.19,0.19,0.19,0.19,WIBOR_1M
2021-03-02,-0.08,-0.08,-0.08,-0.08,WIBID_ON
2021-03-01,0.1,0.1,0.1,0.1,WIBOR_ON
2021-03-01,0.25,0.25,0.25,0.25,WIBOR_6M
2021-03-01,0.21,0.21,0.21,0.21,WIBOR_3M
2021-03-01,0.19,0.19,0.19,0.19,WIBOR_1M
2021-03-01,-0.08,-0.08,-0.08,-0.08,WIBID_ON
2021-02-26,0.1,0.1,0.1,0.1,WIBOR_ON
2021-02-26,0.25,0.25,0.25,0.25,WIBOR_6M
2021-02-26,0.21,0.21,0.21,0.21,WIBOR_3M
2021-02-26,0.19,0.19,0.19,0.19,WIBOR_1M
2021-02-26,-0.09,-0.09,-0.09,-0.09,WIBID_ON
2021-02-25,0.1,0.1,0.1,0.1,WIBOR_ON
2021-02-25,0.25,0.25,0.25,0.25,WIBOR_6M
2021-02-25,0.21,0.21,0.21,0.21,WIBOR_3M
2021-02-25,0.18,0.18,0.18,0.18,WIBOR_1M
2021-02-25,-0.08,-0.08,-0.08,-0.08,WIBID_ON
2021-02-24,0.09,0.09,0.09,0.09,WIBOR_ON
2021-02-24,0.25,0.25,0.25,0.25,WIBOR_6M
2021-02-24,0.21,0.21,0.21,0.21,WIBOR_3M
2021-02-24,0.18,0.18,0.18,0.18,WIBOR_1M
2021-02-24,-0.09,-0.09,-0.09,-0.09,WIBID_ON
2021-02-23,0.1,0.1,0.1,0.1,WIBOR_ON
2021-02-23,0.25,0.25,0.25,0.25,WIBOR_6M
2021-02-23,0.21,0.21,0.21,0.21,WIBOR_3M
2021-02-23,0.18,0.18,0.18,0.18,WIBOR_1M
2021-02-23,-0.08,-0.08,-0.08,-0.08,WIBID_ON
2021-02-22,0.09,0.09,0.09,0.09,WIBOR_ON
2021-02-22,0.25,0.25,0.25,0.25,WIBOR_6M
2021-02-22,0.21,0.21,0.21,0.21,WIBOR_3M
2021-02-22,0.18,0.18,0.18,0.18,WIBOR_1M
2021-02-22,-0.08,-0.08,-0.08,-0.08,WIBID_ON
2021-02-19,0.1,0.1,0.1,0.1,WIBOR_ON
2021-02-19,0.25,0.25,0.25,0.25,WIBOR_6M
2021-02-19,0.21,0.21,0.21,0.21,WIBOR_3M
2021-02-19,0.18,0.18,0.18,0.18,WIBOR_1M
2021-02-19,-0.08,-0.08,-0.08,-0.08,WIBID_ON
2021-02-18,0.1,0.1,0.1,0.1,WIBOR_ON
2021-02-18,0.25,0.25,0.25,0.25,WIBOR_6M
2021-02-18,0.21,0.21,0.21,0.21,WIBOR_3M
2021-02-18,0.19,0.19,0.19,0.19,WIBOR_1M
2021-02-18,-0.07,-0.07,-0.07,-0.07,WIBID_ON
2021-02-17,0.08,0.08,0.08,0.08,WIBOR_ON
2021-02-17,0.25,0.25,0.25,0.25,WIBOR_6M
2021-02-17,0.21,0.21,0.21,0.21,WIBOR_3M
2021-02-17,0.19,0.19,0.19,0.19,WIBOR_1M
2021-02-17,-0.08,-0.08,-0.08,-0.08,WIBID_ON
2021-02-16,0.09,0.09,0.09,0.09,WIBOR_ON
2021-02-16,0.25,0.25,0.25,0.25,WIBOR_6M
2021-02-16,0.21,0.21,0.21,0.21,WIBOR_3M
2021-02-16,0.19,0.19,0.19,0.19,WIBOR_1M
2021-02-16,-0.08,-0.08,-0.08,-0.08,WIBID_ON
2021-02-15,0.09,0.09,0.09,0.09,WIBOR_ON
2021-02-15,0.25,0.25,0.25,0.25,WIBOR_6M
2021-02-15,0.21,0.21,0.21,0.21,WIBOR_3M
2021-02-15,0.19,0.19,0.19,0.19,WIBOR_1M
2021-02-15,-0.08,-0.08,-0.08,-0.08,WIBID_ON
2021-02-12,0.1,0.1,0.1,0.1,WIBOR_ON
2021-02-12,0.25,0.25,0.25,0.25,WIBOR_6M
2021-02-12,0.21,0.21,0.21,0.21,WIBOR_3M
2021-02-12,0.19,0.19,0.19,0.19,WIBOR_1M
2021-02-12,-0.08,-0.08,-0.08,-0.08,WIBID_ON
2021-02-11,0.1,0.1,0.1,0.1,WIBOR_ON
2021-02-11,0.25,0.25,0.25,0.25,WIBOR_6M
2021-02-11,0.21,0.21,0.21,0.21,WIBOR_3M
2021-02-11,0.19,0.19,0.19,0.19,WIBOR_1M
2021-02-11,-0.06,-0.06,-0.06,-0.06,WIBID_ON
2021-02-10,0.09,0.09,0.09,0.09,WIBOR_ON
2021-02-10,0.25,0.25,0.25,0.25,WIBOR_6M
2021-02-10,0.21,0.21,0.21,0.21,WIBOR_3M
2021-02-10,0.19,0.19,0.19,0.19,WIBOR_1M
2021-02-10,-0.08,-0.08,-0.08,-0.08,WIBID_ON
2021-02-09,0.1,0.1,0.1,0.1,WIBOR_ON
2021-02-09,0.25,0.25,0.25,0.25,WIBOR_6M
2021-02-09,0.21,0.21,0.21,0.21,WIBOR_3M
2021-02-09,0.19,0.19,0.19,0.19,WIBOR_1M
2021-02-09,-0.07,-0.07,-0.07,-0.07,WIBID_ON
2021-02-08,0.08,0.08,0.08,0.08,WIBOR_ON
2021-02-08,0.25,0.25,0.25,0.25,WIBOR_6M
2021-02-08,0.21,0.21,0.21,0.21,WIBOR_3M
2021-02-08,0.19,0.19,0.19,0.19,WIBOR_1M
2021-02-08,-0.07,-0.07,-0.07,-0.07,WIBID_ON
2021-02-05,0.1,0.1,0.1,0.1,WIBOR_ON
2021-02-05,0.25,0.25,0.25,0.25,WIBOR_6M
2021-02-05,0.21,0.21,0.21,0.21,WIBOR_3M
2021-02-05,0.19,0.19,0.19,0.19,WIBOR_1M
2021-02-05,-0.07,-0.07,-0.07,-0.07,WIBID_ON
2021-02-04,0.08,0.08,0.08,0.08,WIBOR_ON
2021-02-04,0.25,0.25,0.25,0.25,WIBOR_6M
2021-02-04,0.21,0.21,0.21,0.21,WIBOR_3M
2021-02-04,0.19,0.19,0.19,0.19,WIBOR_1M
2021-02-04,-0.09,-0.09,-0.09,-0.09,WIBID_ON
2021-02-03,0.1,0.1,0.1,0.1,WIBOR_ON
2021-02-03,0.25,0.25,0.25,0.25,WIBOR_6M
2021-02-03,0.21,0.21,0.21,0.21,WIBOR_3M
2021-02-03,0.19,0.19,0.19,0.19,WIBOR_1M
2021-02-03,-0.07,-0.07,-0.07,-0.07,WIBID_ON
2021-02-02,0.1,0.1,0.1,0.1,WIBOR_ON
2021-02-02,0.25,0.25,0.25,0.25,WIBOR_6M
2021-02-02,0.21,0.21,0.21,0.21,WIBOR_3M
2021-02-02,0.19,0.19,0.19,0.19,WIBOR_1M
2021-02-02,-0.07,-0.07,-0.07,-0.07,WIBID_ON
2021-02-01,0.08,0.08,0.08,0.08,WIBOR_ON
2021-02-01,0.25,0.25,0.25,0.25,WIBOR_6M
2021-02-01,0.21,0.21,0.21,0.21,WIBOR_3M
2021-02-01,0.19,0.19,0.19,0.19,WIBOR_1M
2021-02-01,-0.08,-0.08,-0.08,-0.08,WIBID_ON
2021-01-29,0.1,0.1,0.1,0.1,WIBOR_ON
2021-01-29,0.25,0.25,0.25,0.25,WIBOR_6M
2021-01-29,0.21,0.21,0.21,0.21,WIBOR_3M
2021-01-29,0.19,0.19,0.19,0.19,WIBOR_1M
2021-01-29,-0.08,-0.08,-0.08,-0.08,WIBID_ON
2021-01-28,0.09,0.09,0.09,0.09,WIBOR_ON
2021-01-28,0.25,0.25,0.25,0.25,WIBOR_6M
2021-01-28,0.21,0.21,0.21,0.21,WIBOR_3M
2021-01-28,0.19,0.19,0.19,0.19,WIBOR_1M
2021-01-28,-0.07,-0.07,-0.07,-0.07,WIBID_ON
2021-01-27,0.09,0.09,0.09,0.09,WIBOR_ON
2021-01-27,0.25,0.25,0.25,0.25,WIBOR_6M
2021-01-27,0.21,0.21,0.21,0.21,WIBOR_3M
2021-01-27,0.19,0.19,0.19,0.19,WIBOR_1M
2021-01-27,-0.07,-0.07,-0.07,-0.07,WIBID_ON
2021-01-26,0.1,0.1,0.1,0.1,WIBOR_ON
2021-01-26,0.25,0.25,0.25,0.25,WIBOR_6M
2021-01-26,0.21,0.21,0.21,0.21,WIBOR_3M
2021-01-26,0.19,0.19,0.19,0.19,WIBOR_1M
2021-01-26,-0.07,-0.07,-0.07,-0.07,WIBID_ON
2021-01-25,0.09,0.09,0.09,0.09,WIBOR_ON
2021-01-25,0.25,0.25,0.25,0.25,WIBOR_6M
2021-01-25,0.21,0.21,0.21,0.21,WIBOR_3M
2021-01-25,0.19,0.19,0.19,0.19,WIBOR_1M
2021-01-25,-0.07,-0.07,-0.07,-0.07,WIBID_ON
2021-01-22,0.09,0.09,0.09,0.09,WIBOR_ON
2021-01-22,0.25,0.25,0.25,0.25,WIBOR_6M
2021-01-22,0.21,0.21,0.21,0.21,WIBOR_3M
2021-01-22,0.19,0.19,0.19,0.19,WIBOR_1M
2021-01-22,-0.08,-0.08,-0.08,-0.08,WIBID_ON
2021-01-21,0.1,0.1,0.1,0.1,WIBOR_ON
2021-01-21,0.25,0.25,0.25,0.25,WIBOR_6M
2021-01-21,0.21,0.21,0.21,0.21,WIBOR_3M
2021-01-21,0.19,0.19,0.19,0.19,WIBOR_1M
2021-01-21,-0.06,-0.06,-0.06,-0.06,WIBID_ON
2021-01-20,0.09,0.09,0.09,0.09,WIBOR_ON
2021-01-20,0.25,0.25,0.25,0.25,WIBOR_6M
2021-01-20,0.21,0.21,0.21,0.21,WIBOR_3M
2021-01-20,0.19,0.19,0.19,0.19,WIBOR_1M
2021-01-20,-0.07,-0.07,-0.07,-0.07,WIBID_ON
2021-01-19,0.1,0.1,0.1,0.1,WIBOR_ON
2021-01-19,0.25,0.25,0.25,0.25,WIBOR_6M
2021-01-19,0.21,0.21,0.21,0.21,WIBOR_3M
2021-01-19,0.19,0.19,0.19,0.19,WIBOR_1M
2021-01-19,-0.07,-0.07,-0.07,-0.07,WIBID_ON
2021-01-18,0.09,0.09,0.09,0.09,WIBOR_ON
2021-01-18,0.25,0.25,0.25,0.25,WIBOR_6M
2021-01-18,0.21,0.21,0.21,0.21,WIBOR_3M
2021-01-18,0.19,0.19,0.19,0.19,WIBOR_1M
2021-01-18,-0.08,-0.08,-0.08,-0.08,WIBID_ON
2021-01-15,0.1,0.1,0.1,0.1,WIBOR_ON
2021-01-15,0.25,0.25,0.25,0.25,WIBOR_6M
2021-01-15,0.21,0.21,0.21,0.21,WIBOR_3M
2021-01-15,0.19,0.19,0.19,0.19,WIBOR_1M
2021-01-15,-0.08,-0.08,-0.08,-0.08,WIBID_ON
2021-01-14,0.09,0.09,0.09,0.09,WIBOR_ON
2021-01-14,0.25,0.25,0.25,0.25,WIBOR_6M
2021-01-14,0.21,0.21,0.21,0.21,WIBOR_3M
2021-01-14,0.19,0.19,0.19,0.19,WIBOR_1M
2021-01-14,-0.07,-0.07,-0.07,-0.07,WIBID_ON
2021-01-13,0.07,0.07,0.07,0.07,WIBOR_ON
2021-01-13,0.25,0.25,0.25,0.25,WIBOR_6M
2021-01-13,0.21,0.21,0.21,0.21,WIBOR_3M
2021-01-13,0.19,0.19,0.19,0.19,WIBOR_1M
2021-01-13,-0.08,-0.08,-0.08,-0.08,WIBID_ON
2021-01-12,0.08,0.08,0.08,0.08,WIBOR_ON
2021-01-12,0.25,0.25,0.25,0.25,WIBOR_6M
2021-01-12,0.21,0.21,0.21,0.21,WIBOR_3M
2021-01-12,0.19,0.19,0.19,0.19,WIBOR_1M
2021-01-12,-0.07,-0.07,-0.07,-0.07,WIBID_ON
2021-01-11,0.08,0.08,0.08,0.08,WIBOR_ON
2021-01-11,0.25,0.25,0.25,0.25,WIBOR_6M
2021-01-11,0.21,0.21,0.21,0.21,WIBOR_3M
2021-01-11,0.19,0.19,0.19,0.19,WIBOR_1M
2021-01-11,-0.08,-0.08,-0.08,-0.08,WIBID_ON
2021-01-08,0.09,0.09,0.09,0.09,WIBOR_ON
2021-01-08,0.25,0.25,0.25,0.25,WIBOR_6M
2021-01-08,0.21,0.21,0.21,0.21,WIBOR_3M
2021-01-08,0.19,0.19,0.19,0.19,WIBOR_1M
2021-01-08,-0.07,-0.07,-0.07,-0.07,WIBID_ON
2021-01-07,0.09,0.09,0.09,0.09,WIBOR_ON
2021-01-07,0.25,0.25,0.25,0.25,WIBOR_6M
2021-01-07,0.21,0.21,0.21,0.21,WIBOR_3M
2021-01-07,0.19,0.19,0.19,0.19,WIBOR_1M
2021-01-07,-0.06,-0.06,-0.06,-0.06,WIBID_ON
2021-01-05,0.09,0.09,0.09,0.09,WIBOR_ON
2021-01-05,0.25,0.25,0.25,0.25,WIBOR_6M
2021-01-05,0.21,0.21,0.21,0.21,WIBOR_3M
2021-01-05,0.19,0.19,0.19,0.19,WIBOR_1M
2021-01-05,-0.05,-0.05,-0.05,-0.05,WIBID_ON
2021-01-04,0.1,0.1,0.1,0.1,WIBOR_ON
2021-01-04,0.25,0.25,0.25,0.25,WIBOR_6M
2021-01-04,0.21,0.21,0.21,0.21,WIBOR_3M
2021-01-04,0.2,0.2,0.2,0.2,WIBOR_1M
2021-01-04,-0.05,-0.05,-0.05,-0.05,WIBID_ON
2020-12-31,0.11,0.11,0.11,0.11,WIBOR_ON
2020-12-31,0.25,0.25,0.25,0.25,WIBOR_6M
2020-12-31,0.21,0.21,0.21,0.21,WIBOR_3M
2020-12-31,0.2,0.2,0.2,0.2,WIBOR_1M
2020-12-31,-0.06,-0.06,-0.06,-0.06,WIBID_ON
2020-12-30,0.09,0.09,0.09,0.09,WIBOR_ON
2020-12-30,0.25,0.25,0.25,0.25,WIBOR_6M
2020-12-30,0.21,0.21,0.21,0.21,WIBOR_3M
2020-12-30,0.2,0.2,0.2,0.2,WIBOR_1M
2020-12-30,-0.05,-0.05,-0.05,-0.05,WIBID_ON
2020-12-29,0.08,0.08,0.08,0.08,WIBOR_ON
2020-12-29,0.25,0.25,0.25,0.25,WIBOR_6M
2020-12-29,0.21,0.21,0.21,0.21,WIBOR_3M
2020-12-29,0.2,0.2,0.2,0.2,WIBOR_1M
2020-12-29,-0.06,-0.06,-0.06,-0.06,WIBID_ON
2020-12-28,0.08,0.08,0.08,0.08,WIBOR_ON
2020-12-28,0.25,0.25,0.25,0.25,WIBOR_6M
2020-12-28,0.21,0.21,0.21,0.21,WIBOR_3M
2020-12-28,0.2,0.2,0.2,0.2,WIBOR_1M
2020-12-28,-0.06,-0.06,-0.06,-0.06,WIBID_ON
2020-12-24,0.08,0.08,0.08,0.08,WIBOR_ON
2020-12-24,0.25,0.25,0.25,0.25,WIBOR_6M
2020-12-24,0.21,0.21,0.21,0.21,WIBOR_3M
2020-12-24,0.2,0.2,0.2,0.2,WIBOR_1M
2020-12-24,-0.05,-0.05,-0.05,-0.05,WIBID_ON
2020-12-23,0.08,0.08,0.08,0.08,WIBOR_ON
2020-12-23,0.25,0.25,0.25,0.25,WIBOR_6M
2020-12-23,0.21,0.21,0.21,0.21,WIBOR_3M
2020-12-23,0.2,0.2,0.2,0.2,WIBOR_1M
2020-12-23,-0.06,-0.06,-0.06,-0.06,WIBID_ON
2020-12-22,0.09,0.09,0.09,0.09,WIBOR_ON
2020-12-22,0.25,0.25,0.25,0.25,WIBOR_6M
2020-12-22,0.21,0.21,0.21,0.21,WIBOR_3M
2020-12-22,0.2,0.2,0.2,0.2,WIBOR_1M
2020-12-22,-0.05,-0.05,-0.05,-0.05,WIBID_ON
2020-12-21,0.09,0.09,0.09,0.09,WIBOR_ON
2020-12-21,0.25,0.25,0.25,0.25,WIBOR_6M
2020-12-21,0.21,0.21,0.21,0.21,WIBOR_3M
2020-12-21,0.2,0.2,0.2,0.2,WIBOR_1M
2020-12-21,-0.05,-0.05,-0.05,-0.05,WIBID_ON
2020-12-18,0.1,0.1,0.1,0.1,WIBOR_ON
2020-12-18,0.25,0.25,0.25,0.25,WIBOR_6M
2020-12-18,0.21,0.21,0.21,0.21,WIBOR_3M
2020-12-18,0.2,0.2,0.2,0.2,WIBOR_1M
2020-12-18,-0.04,-0.04,-0.04,-0.04,WIBID_ON
2020-12-17,0.1,0.1,0.1,0.1,WIBOR_ON
2020-12-17,0.25,0.25,0.25,0.25,WIBOR_6M
2020-12-17,0.21,0.21,0.21,0.21,WIBOR_3M
2020-12-17,0.2,0.2,0.2,0.2,WIBOR_1M
2020-12-17,-0.05,-0.05,-0.05,-0.05,WIBID_ON
2020-12-16,0.09,0.09,0.09,0.09,WIBOR_ON
2020-12-16,0.25,0.25,0.25,0.25,WIBOR_6M
2020-12-16,0.21,0.21,0.21,0.21,WIBOR_3M
2020-12-16,0.2,0.2,0.2,0.2,WIBOR_1M
2020-12-16,-0.04,-0.04,-0.04,-0.04,WIBID_ON
2020-12-15,0.09,0.09,0.09,0.09,WIBOR_ON
2020-12-15,0.25,0.25,0.25,0.25,WIBOR_6M
2020-12-15,0.21,0.21,0.21,0.21,WIBOR_3M
2020-12-15,0.2,0.2,0.2,0.2,WIBOR_1M
2020-12-15,-0.05,-0.05,-0.05,-0.05,WIBID_ON
2020-12-14,0.09,0.09,0.09,0.09,WIBOR_ON
2020-12-14,0.25,0.25,0.25,0.25,WIBOR_6M
2020-12-14,0.21,0.21,0.21,0.21,WIBOR_3M
2020-12-14,0.2,0.2,0.2,0.2,WIBOR_1M
2020-12-14,-0.05,-0.05,-0.05,-0.05,WIBID_ON
2020-12-11,0.1,0.1,0.1,0.1,WIBOR_ON
2020-12-11,0.25,0.25,0.25,0.25,WIBOR_6M
2020-12-11,0.22,0.22,0.22,0.22,WIBOR_3M
2020-12-11,0.2,0.2,0.2,0.2,WIBOR_1M
2020-12-11,-0.05,-0.05,-0.05,-0.05,WIBID_ON
2020-12-10,0.09,0.09,0.09,0.09,WIBOR_ON
2020-12-10,0.25,0.25,0.25,0.25,WIBOR_6M
2020-12-10,0.22,0.22,0.22,0.22,WIBOR_3M
2020-12-10,0.2,0.2,0.2,0.2,WIBOR_1M
2020-12-10,-0.05,-0.05,-0.05,-0.05,WIBID_ON
2020-12-09,0.09,0.09,0.09,0.09,WIBOR_ON
2020-12-09,0.25,0.25,0.25,0.25,WIBOR_6M
2020-12-09,0.22,0.22,0.22,0.22,WIBOR_3M
2020-12-09,0.2,0.2,0.2,0.2,WIBOR_1M
2020-12-09,-0.05,-0.05,-0.05,-0.05,WIBID_ON
2020-12-08,0.09,0.09,0.09,0.09,WIBOR_ON
2020-12-08,0.25,0.25,0.25,0.25,WIBOR_6M
2020-12-08,0.22,0.22,0.22,0.22,WIBOR_3M
2020-12-08,0.2,0.2,0.2,0.2,WIBOR_1M
2020-12-08,-0.05,-0.05,-0.05,-0.05,WIBID_ON
2020-12-07,0.09,0.09,0.09,0.09,WIBOR_ON
